location_x,location_y,body_part,outcome,shot_type
97.2,48.9,Left Foot,Off T,Open Play
97.7,48.3,Right Foot,Off T,Open Play
93.1,51.9,Right Foot,Blocked,Open Play
95.8,39.4,Right Foot,Off T,Open Play
111.1,37.4,Left Foot,Saved,Open Play
101.4,43.8,Right Foot,Off T,Open Play
103.9,47.8,Right Foot,Saved,Open Play
105.8,44.1,Right Foot,Blocked,Open Play
110.5,49.6,Right Foot,Saved,Open Play
118.4,40.8,Head,Goal,Open Play
115.6,39.4,Head,Goal,Open Play
111.4,54.9,Right Foot,Saved,Open Play
106.8,32.9,Left Foot,Blocked,Open Play
99.0,51.5,Right Foot,Off T,Open Play
100.9,25.7,Right Foot,Wayward,Free Kick
111.4,25.0,Left Foot,Blocked,Open Play
106.3,47.0,Right Foot,Saved,Open Play
102.5,38.8,Right Foot,Off T,Open Play
99.0,41.1,Right Foot,Off T,Open Play
102.7,51.4,Right Foot,Blocked,Open Play
113.5,34.6,Head,Wayward,Open Play
107.3,37.7,Head,Blocked,Open Play
102.3,47.7,Right Foot,Saved,Open Play
96.9,27.5,Right Foot,Saved,Open Play
111.6,48.7,Head,Wayward,Open Play
106.5,27.4,Left Foot,Saved,Open Play
77.2,42.7,Right Foot,Off T,Open Play
113.7,31.3,Head,Blocked,Open Play
113.3,35.1,Head,Off T,Open Play
103.3,53.1,Right Foot,Off T,Open Play
94.4,57.2,Right Foot,Off T,Open Play
110.5,28.3,Right Foot,Off T,Open Play
95.8,26.3,Right Foot,Off T,Open Play
93.3,47.5,Left Foot,Blocked,Open Play
108.7,46.7,Right Foot,Blocked,Open Play
105.1,39.4,Right Foot,Off T,Open Play
108.8,41.3,Right Foot,Goal,Open Play
109.5,29.8,Right Foot,Wayward,Open Play
96.8,34.4,Right Foot,Off T,Open Play
95.3,20.0,Right Foot,Off T,Open Play
90.2,23.9,Right Foot,Saved,Open Play
91.4,27.9,Right Foot,Saved Off Target,Open Play
104.5,49.3,Right Foot,Saved,Open Play
96.6,52.8,Right Foot,Off T,Open Play
97.6,41.8,Right Foot,Saved,Open Play
115.2,44.9,Right Foot,Goal,Open Play
110.4,32.6,Head,Saved,Open Play
97.6,21.2,Right Foot,Saved,Open Play
116.2,38.3,Head,Blocked,Open Play
98.0,41.0,Left Foot,Saved,Open Play
102.0,38.4,Right Foot,Wayward,Open Play
113.8,36.2,Left Foot,Blocked,Open Play
103.6,42.8,Right Foot,Blocked,Open Play
100.6,44.8,Right Foot,Off T,Open Play
111.8,41.6,Head,Post,Open Play
105.8,26.0,Left Foot,Off T,Open Play
118.1,24.1,Right Foot,Off T,Open Play
104.0,32.2,Left Foot,Off T,Open Play
98.4,56.4,Left Foot,Off T,Open Play
110.5,42.8,Head,Blocked,Open Play
99.5,57.5,Right Foot,Blocked,Open Play
90.9,38.2,Right Foot,Off T,Open Play
104.5,39.5,Left Foot,Wayward,Open Play
95.8,27.2,Right Foot,Blocked,Open Play
108.1,40.0,Left Foot,Goal,Penalty
93.3,29.3,Left Foot,Off T,Open Play
100.6,39.3,Right Foot,Off T,Open Play
109.1,31.7,Head,Saved,Open Play
105.3,44.4,Right Foot,Blocked,Open Play
109.0,38.5,Right Foot,Goal,Open Play
96.4,49.6,Right Foot,Off T,Open Play
92.7,36.2,Right Foot,Off T,Open Play
104.9,39.2,Right Foot,Wayward,Open Play
95.2,33.0,Right Foot,Saved,Free Kick
104.7,43.8,Head,Saved Off Target,Open Play
103.2,53.0,Right Foot,Off T,Open Play
112.8,42.0,Right Foot,Goal,Open Play
95.9,31.4,Left Foot,Blocked,Open Play
100.3,50.7,Right Foot,Saved,Open Play
104.6,18.3,Right Foot,Blocked,Open Play
109.3,40.5,Left Foot,Blocked,Open Play
112.3,56.2,Left Foot,Off T,Open Play
108.4,32.0,Right Foot,Saved,Open Play
98.3,58.9,Right Foot,Saved Off Target,Open Play
104.1,38.0,Right Foot,Blocked,Open Play
88.5,29.7,Right Foot,Saved,Open Play
108.9,28.4,Left Foot,Goal,Open Play
101.7,51.2,Right Foot,Off T,Open Play
92.4,38.9,Right Foot,Blocked,Open Play
114.2,36.1,Right Foot,Goal,Open Play
116.1,40.6,Head,Wayward,Open Play
109.0,57.4,Right Foot,Wayward,Open Play
100.7,43.6,Right Foot,Off T,Open Play
105.7,52.5,Left Foot,Blocked,Open Play
110.1,30.6,Left Foot,Saved,Open Play
92.7,41.0,Right Foot,Blocked,Open Play
101.9,30.3,Right Foot,Off T,Open Play
108.9,41.8,Head,Wayward,Open Play
109.7,44.7,Right Foot,Saved,Open Play
104.9,49.3,Right Foot,Saved,Open Play
115.3,40.1,Head,Off T,Open Play
92.8,45.3,Right Foot,Off T,Open Play
111.0,27.7,Left Foot,Blocked,Open Play
105.3,50.2,Right Foot,Saved,Open Play
113.2,36.1,Head,Goal,Open Play
99.6,32.6,Right Foot,Saved,Open Play
113.9,17.6,Right Foot,Off T,Free Kick
98.8,32.9,Left Foot,Blocked,Open Play
91.6,26.3,Right Foot,Off T,Free Kick
96.1,52.6,Left Foot,Off T,Free Kick
93.1,26.3,Right Foot,Blocked,Open Play
115.9,33.7,Head,Off T,Open Play
91.6,35.0,Right Foot,Blocked,Open Play
114.5,47.0,Head,Wayward,Open Play
85.6,26.1,Left Foot,Off T,Open Play
96.6,38.5,Right Foot,Goal,Open Play
100.2,54.1,Right Foot,Saved,Open Play
95.6,27.6,Right Foot,Blocked,Free Kick
97.7,46.0,Right Foot,Saved,Open Play
110.0,38.5,Right Foot,Saved,Open Play
111.0,38.2,Head,Off T,Open Play
115.8,51.1,Right Foot,Off T,Open Play
99.4,29.7,Left Foot,Off T,Open Play
92.2,39.9,Right Foot,Off T,Open Play
116.6,37.3,Head,Off T,Open Play
111.2,43.1,Right Foot,Blocked,Open Play
108.4,43.9,Right Foot,Off T,Open Play
99.9,27.3,Right Foot,Saved,Open Play
115.7,34.0,Right Foot,Off T,Open Play
117.5,33.9,Left Foot,Blocked,Open Play
107.4,39.1,Right Foot,Blocked,Open Play
114.3,47.5,Head,Off T,Open Play
101.1,39.6,Right Foot,Saved,Open Play
105.0,43.3,Left Foot,Goal,Open Play
108.5,57.9,Left Foot,Blocked,Open Play
105.2,41.7,Right Foot,Saved to Post,Open Play
117.6,46.7,Head,Goal,Open Play
111.3,43.1,Head,Off T,Open Play
101.1,44.5,Right Foot,Saved Off Target,Open Play
112.5,34.6,Right Foot,Saved,Open Play
108.5,42.1,Head,Post,Open Play
104.3,19.0,Right Foot,Wayward,Open Play
99.9,30.8,Left Foot,Goal,Open Play
105.6,35.3,Left Foot,Goal,Open Play
102.6,26.3,Left Foot,Blocked,Open Play
107.9,45.1,Head,Off T,Open Play
100.4,43.9,Left Foot,Post,Open Play
94.1,25.3,Right Foot,Blocked,Open Play
115.9,37.5,Head,Goal,Open Play
102.2,54.9,Right Foot,Blocked,Open Play
93.9,52.1,Left Foot,Off T,Open Play
96.8,36.4,Left Foot,Blocked,Open Play
116.7,36.9,Head,Saved,Open Play
99.3,30.3,Left Foot,Off T,Open Play
95.5,34.6,Right Foot,Off T,Open Play
98.8,46.0,Left Foot,Goal,Open Play
115.7,37.4,Left Foot,Goal,Open Play
112.6,29.6,Left Foot,Saved,Open Play
106.8,37.8,Head,Off T,Open Play
103.1,42.5,Right Foot,Blocked,Open Play
104.4,42.4,Right Foot,Blocked,Open Play
100.7,51.7,Right Foot,Off T,Open Play
100.2,32.1,Left Foot,Saved,Open Play
106.8,56.6,Right Foot,Saved,Open Play
99.7,23.6,Right Foot,Blocked,Open Play
102.0,56.2,Left Foot,Blocked,Open Play
101.0,29.5,Left Foot,Off T,Open Play
112.2,38.6,Head,Wayward,Open Play
105.2,49.0,Right Foot,Off T,Open Play
94.4,43.4,Right Foot,Off T,Open Play
99.5,51.9,Right Foot,Blocked,Open Play
87.6,27.9,Left Foot,Saved,Open Play
98.6,26.8,Right Foot,Blocked,Open Play
100.4,28.9,Right Foot,Saved,Open Play
98.0,29.2,Right Foot,Off T,Open Play
117.8,43.0,Right Foot,Saved,Open Play
107.4,27.6,Left Foot,Saved,Open Play
97.4,67.7,Left Foot,Saved,Open Play
103.0,32.2,Right Foot,Blocked,Open Play
106.8,50.1,Right Foot,Blocked,Open Play
96.8,41.4,Right Foot,Saved,Open Play
105.8,45.8,Head,Wayward,Open Play
106.2,43.2,Left Foot,Blocked,Open Play
97.5,47.1,Right Foot,Off T,Open Play
93.7,31.9,Right Foot,Blocked,Free Kick
112.8,52.1,Right Foot,Blocked,Open Play
95.8,39.5,Right Foot,Saved,Open Play
100.6,54.6,Left Foot,Blocked,Open Play
109.4,43.0,Head,Wayward,Open Play
95.6,38.9,Right Foot,Blocked,Open Play
95.6,44.6,Right Foot,Off T,Open Play
111.0,33.7,Left Foot,Off T,Open Play
94.0,44.3,Right Foot,Blocked,Open Play
96.5,26.3,Right Foot,Off T,Free Kick
101.8,35.1,Right Foot,Saved,Open Play
102.2,48.9,Left Foot,Blocked,Open Play
95.7,41.3,Left Foot,Saved,Open Play
111.8,46.2,Head,Blocked,Open Play
114.7,42.8,Head,Saved,Open Play
102.1,31.1,Left Foot,Blocked,Open Play
102.8,37.3,Left Foot,Blocked,Open Play
97.5,31.5,Right Foot,Off T,Open Play
101.3,59.6,Right Foot,Off T,Open Play
110.8,36.3,Left Foot,Off T,Open Play
99.3,42.5,Left Foot,Blocked,Open Play
109.6,44.9,Right Foot,Off T,Open Play
97.7,28.6,Right Foot,Off T,Open Play
115.9,39.2,Left Foot,Goal,Open Play
87.7,22.2,Right Foot,Saved,Open Play
110.7,31.1,Left Foot,Saved,Open Play
110.4,37.2,Left Foot,Goal,Open Play
109.3,46.6,Left Foot,Post,Open Play
111.0,33.9,Head,Saved,Open Play
101.2,44.8,Left Foot,Off T,Open Play
93.8,39.0,Left Foot,Off T,Open Play
92.3,28.1,Left Foot,Goal,Open Play
117.7,35.2,Head,Off T,Open Play
116.1,40.6,Head,Goal,Open Play
110.8,57.7,Left Foot,Wayward,Open Play
93.2,41.4,Left Foot,Off T,Open Play
113.4,37.0,Head,Off T,Open Play
93.4,74.0,Right Foot,Goal,Open Play
117.6,33.3,Head,Goal,Open Play
112.6,49.9,Right Foot,Goal,Open Play
94.5,48.7,Right Foot,Blocked,Open Play
99.4,29.3,Left Foot,Blocked,Open Play
105.1,38.3,Head,Off T,Open Play
93.4,26.4,Right Foot,Saved,Open Play
110.4,39.0,Left Foot,Goal,Open Play
100.1,40.5,Right Foot,Goal,Open Play
104.0,24.6,Right Foot,Saved,Open Play
97.4,30.3,Left Foot,Blocked,Open Play
99.1,35.2,Right Foot,Blocked,Open Play
104.7,59.8,Right Foot,Off T,Open Play
100.2,34.1,Right Foot,Off T,Open Play
110.3,56.4,Right Foot,Saved,Open Play
111.9,48.9,Head,Off T,Open Play
92.9,26.7,Right Foot,Off T,Open Play
109.4,36.0,Right Foot,Off T,Open Play
102.1,24.8,Right Foot,Blocked,Open Play
93.1,28.4,Right Foot,Saved,Open Play
104.8,36.6,Right Foot,Wayward,Open Play
103.8,48.9,Right Foot,Saved,Open Play
107.5,33.4,Right Foot,Saved,Open Play
94.1,24.8,Right Foot,Post,Free Kick
111.2,45.8,Head,Saved Off Target,Open Play
100.5,31.8,Right Foot,Blocked,Open Play
105.3,41.6,Right Foot,Blocked,Open Play
102.1,52.0,Right Foot,Blocked,Open Play
101.3,43.3,Left Foot,Blocked,Open Play
100.1,17.8,Right Foot,Off T,Open Play
113.8,33.5,Head,Wayward,Open Play
103.5,27.3,Right Foot,Blocked,Open Play
115.2,41.9,Left Foot,Goal,Open Play
91.4,34.2,Right Foot,Saved,Open Play
105.7,42.7,Right Foot,Saved,Open Play
114.3,38.7,Head,Off T,Open Play
98.5,47.9,Left Foot,Blocked,Open Play
90.1,40.3,Right Foot,Saved,Open Play
97.1,44.2,Left Foot,Saved Off Target,Open Play
90.4,32.5,Right Foot,Off T,Open Play
111.6,36.0,Head,Off T,Open Play
115.5,48.3,Head,Wayward,Open Play
114.9,29.0,Left Foot,Off T,Open Play
111.4,37.9,Head,Off T,Open Play
99.1,47.1,Left Foot,Saved,Open Play
90.9,44.4,Left Foot,Off T,Open Play
118.2,46.7,Right Foot,Goal,Open Play
114.4,33.6,Right Foot,Goal,Open Play
93.1,20.6,Right Foot,Saved,Open Play
102.2,30.5,Left Foot,Off T,Open Play
113.5,39.1,Right Foot,Goal,Open Play
103.4,47.1,Right Foot,Blocked,Open Play
100.7,34.1,Left Foot,Blocked,Open Play
111.9,43.6,Head,Wayward,Open Play
109.0,35.9,Right Foot,Saved,Open Play
98.2,49.1,Left Foot,Saved,Free Kick
92.9,52.8,Right Foot,Blocked,Open Play
112.9,41.0,Head,Off T,Open Play
105.0,48.9,Right Foot,Off T,Open Play
109.3,35.4,Head,Blocked,Open Play
99.1,47.2,Right Foot,Blocked,Open Play
115.0,34.3,Left Foot,Goal,Open Play
109.1,34.6,Right Foot,Blocked,Open Play
97.2,27.3,Right Foot,Off T,Open Play
107.0,46.4,Left Foot,Saved,Open Play
107.9,51.1,Right Foot,Blocked,Open Play
94.8,44.4,Right Foot,Off T,Open Play
108.1,38.8,Head,Saved Off Target,Open Play
115.2,42.6,Right Foot,Goal,Open Play
104.8,42.0,Right Foot,Blocked,Open Play
106.5,36.9,Head,Wayward,Open Play
113.5,37.4,Right Foot,Off T,Open Play
95.9,29.0,Left Foot,Blocked,Open Play
99.9,46.1,Right Foot,Blocked,Open Play
108.7,41.8,Left Foot,Saved,Open Play
113.3,31.8,Head,Blocked,Open Play
113.1,31.9,Head,Blocked,Open Play
115.3,46.5,Head,Goal,Open Play
109.6,41.4,Left Foot,Blocked,Open Play
114.8,45.4,Right Foot,Blocked,Open Play
113.0,49.1,Left Foot,Goal,Open Play
98.4,33.3,Left Foot,Blocked,Open Play
97.6,41.8,Right Foot,Off T,Open Play
83.0,41.5,Right Foot,Wayward,Open Play
111.8,51.7,Right Foot,Off T,Open Play
113.9,36.2,Left Foot,Saved,Open Play
114.1,36.1,Head,Goal,Open Play
116.7,43.9,Head,Goal,Open Play
106.4,45.1,Left Foot,Wayward,Open Play
109.2,37.7,Head,Off T,Open Play
101.2,51.9,Left Foot,Saved,Open Play
107.4,35.0,Head,Wayward,Open Play
108.3,30.5,Left Foot,Saved,Open Play
108.2,36.8,Head,Off T,Open Play
108.0,40.5,Left Foot,Blocked,Open Play
108.0,62.4,Left Foot,Saved,Open Play
104.9,49.1,Right Foot,Blocked,Open Play
112.0,42.2,Other,Blocked,Open Play
99.7,46.4,Left Foot,Off T,Open Play
102.3,27.7,Left Foot,Off T,Open Play
113.3,43.5,Head,Blocked,Open Play
103.0,40.3,Right Foot,Wayward,Open Play
108.5,39.0,Head,Blocked,Open Play
106.6,43.5,Right Foot,Off T,Open Play
94.9,39.4,Right Foot,Blocked,Open Play
114.2,27.7,Right Foot,Saved,Open Play
104.4,38.7,Left Foot,Blocked,Open Play
102.7,30.6,Left Foot,Off T,Open Play
97.7,46.8,Right Foot,Blocked,Open Play
108.8,35.8,Head,Wayward,Open Play
91.7,46.9,Right Foot,Off T,Open Play
97.0,38.0,Left Foot,Blocked,Open Play
110.9,32.4,Right Foot,Post,Open Play
103.4,33.5,Right Foot,Blocked,Open Play
120.1,0.4,Right Foot,Goal,Corner
105.1,36.8,Right Foot,Off T,Open Play
110.2,30.7,Head,Off T,Open Play
106.9,37.4,Right Foot,Blocked,Open Play
114.9,50.9,Right Foot,Blocked,Open Play
101.6,21.1,Right Foot,Blocked,Open Play
110.8,42.7,Head,Wayward,Open Play
96.6,26.4,Right Foot,Wayward,Open Play
96.7,24.2,Right Foot,Off T,Free Kick
107.2,35.4,Head,Saved Off Target,Open Play
107.9,48.3,Right Foot,Goal,Open Play
100.4,46.9,Right Foot,Off T,Open Play
114.2,36.3,Head,Goal,Open Play
100.7,42.7,Right Foot,Post,Open Play
95.8,37.4,Left Foot,Goal,Open Play
86.6,26.1,Right Foot,Saved,Open Play
95.4,48.7,Right Foot,Off T,Open Play
95.5,42.0,Left Foot,Off T,Open Play
93.7,50.6,Right Foot,Goal,Open Play
109.7,40.5,Head,Wayward,Open Play
100.3,49.9,Right Foot,Saved,Open Play
112.0,38.7,Head,Off T,Open Play
101.2,54.0,Right Foot,Blocked,Open Play
87.2,42.6,Right Foot,Saved,Open Play
112.2,48.6,Head,Off T,Open Play
112.6,46.5,Right Foot,Blocked,Open Play
113.8,38.0,Right Foot,Goal,Open Play
92.0,42.2,Right Foot,Off T,Open Play
98.4,23.0,Left Foot,Blocked,Open Play
112.6,37.7,Head,Wayward,Open Play
100.3,30.1,Right Foot,Saved,Open Play
116.3,32.8,Head,Blocked,Open Play
104.1,52.0,Left Foot,Blocked,Open Play
102.0,54.9,Right Foot,Blocked,Open Play
108.3,47.8,Right Foot,Blocked,Open Play
106.1,25.6,Right Foot,Blocked,Open Play
100.5,34.1,Right Foot,Blocked,Open Play
110.0,52.6,Right Foot,Off T,Open Play
108.6,53.8,Right Foot,Post,Open Play
104.3,40.0,Right Foot,Goal,Open Play
101.3,36.8,Right Foot,Blocked,Open Play
94.6,40.2,Right Foot,Off T,Open Play
102.1,40.3,Right Foot,Off T,Open Play
107.9,35.1,Head,Saved,Open Play
89.5,44.9,Right Foot,Off T,Open Play
94.2,30.7,Right Foot,Off T,Open Play
89.6,54.5,Left Foot,Blocked,Open Play
104.9,35.0,Right Foot,Saved,Open Play
86.3,30.1,Right Foot,Saved,Open Play
113.2,31.6,Head,Blocked,Open Play
110.4,52.1,Right Foot,Blocked,Open Play
114.8,41.9,Head,Saved,Open Play
111.0,29.7,Left Foot,Post,Open Play
110.2,46.5,Right Foot,Blocked,Open Play
109.7,25.2,Right Foot,Blocked,Open Play
105.6,50.0,Right Foot,Blocked,Open Play
108.8,40.6,Left Foot,Goal,Open Play
103.2,48.0,Right Foot,Saved Off Target,Open Play
87.9,21.7,Right Foot,Off T,Free Kick
93.4,47.8,Left Foot,Saved,Free Kick
102.2,19.5,Right Foot,Blocked,Open Play
115.4,49.3,Right Foot,Off T,Open Play
94.6,46.6,Left Foot,Post,Free Kick
114.2,42.8,Head,Off T,Open Play
104.0,47.3,Right Foot,Blocked,Open Play
102.9,37.7,Right Foot,Blocked,Open Play
86.5,46.5,Right Foot,Blocked,Open Play
99.1,19.7,Right Foot,Saved,Open Play
104.5,55.9,Right Foot,Off T,Open Play
89.1,35.3,Right Foot,Goal,Open Play
117.6,50.9,Right Foot,Blocked,Open Play
110.7,38.0,Head,Saved,Open Play
96.3,36.2,Right Foot,Off T,Open Play
97.0,36.0,Right Foot,Off T,Free Kick
108.0,43.1,Head,Saved,Open Play
98.2,33.7,Right Foot,Blocked,Open Play
91.7,42.7,Right Foot,Off T,Open Play
105.3,35.7,Right Foot,Goal,Open Play
98.1,29.7,Right Foot,Blocked,Free Kick
113.6,40.0,Left Foot,Goal,Open Play
99.2,32.5,Left Foot,Blocked,Open Play
113.8,31.2,Right Foot,Saved,Open Play
108.2,46.3,Right Foot,Saved,Open Play
94.6,34.8,Right Foot,Off T,Open Play
112.8,29.4,Left Foot,Saved,Open Play
97.7,37.2,Right Foot,Saved,Open Play
111.2,53.5,Right Foot,Saved,Open Play
115.8,29.1,Right Foot,Off T,Open Play
113.0,31.3,Right Foot,Goal,Open Play
107.5,51.1,Right Foot,Blocked,Open Play
93.9,55.1,Right Foot,Off T,Open Play
98.9,30.9,Right Foot,Off T,Open Play
91.5,37.5,Right Foot,Blocked,Open Play
112.3,27.4,Head,Blocked,Open Play
111.5,35.0,Right Foot,Goal,Open Play
112.6,67.3,Right Foot,Off T,Open Play
92.5,52.1,Left Foot,Blocked,Free Kick
92.3,51.2,Left Foot,Blocked,Open Play
110.6,35.1,Left Foot,Off T,Open Play
110.9,51.2,Head,Saved,Open Play
112.5,33.0,Left Foot,Blocked,Open Play
110.0,33.1,Right Foot,Saved,Open Play
106.9,37.4,Left Foot,Blocked,Open Play
113.2,36.7,Head,Wayward,Open Play
105.0,33.9,Left Foot,Saved,Open Play
109.4,26.9,Right Foot,Saved,Open Play
94.7,54.7,Right Foot,Off T,Open Play
106.4,28.3,Head,Blocked,Open Play
112.1,26.4,Left Foot,Blocked,Open Play
110.3,57.6,Left Foot,Saved,Open Play
109.7,34.7,Left Foot,Goal,Open Play
80.2,30.0,Right Foot,Blocked,Open Play
103.6,50.3,Right Foot,Off T,Open Play
100.3,44.7,Right Foot,Blocked,Open Play
104.5,41.8,Right Foot,Saved,Open Play
105.5,19.4,Left Foot,Saved,Open Play
113.2,39.0,Head,Off T,Open Play
117.0,32.4,Left Foot,Saved,Open Play
101.8,24.0,Left Foot,Goal,Open Play
96.0,45.3,Right Foot,Off T,Open Play
104.5,39.4,Right Foot,Saved to Post,Open Play
116.7,32.9,Head,Goal,Open Play
115.4,32.8,Right Foot,Blocked,Open Play
111.2,42.9,Right Foot,Saved,Open Play
109.8,34.2,Right Foot,Blocked,Open Play
116.9,49.0,Left Foot,Blocked,Open Play
108.8,39.3,Right Foot,Blocked,Open Play
105.9,46.2,Left Foot,Blocked,Open Play
105.2,40.2,Left Foot,Saved,Open Play
99.0,31.2,Right Foot,Blocked,Open Play
112.8,34.4,Head,Off T,Open Play
105.8,35.4,Left Foot,Blocked,Open Play
94.4,22.1,Right Foot,Off T,Free Kick
96.3,48.4,Right Foot,Off T,Open Play
99.4,51.2,Right Foot,Saved,Open Play
100.9,58.5,Left Foot,Off T,Open Play
93.5,33.1,Left Foot,Blocked,Open Play
104.4,54.1,Right Foot,Wayward,Open Play
102.1,39.8,Right Foot,Goal,Open Play
96.6,28.8,Left Foot,Blocked,Open Play
110.7,33.6,Right Foot,Off T,Open Play
107.4,30.1,Left Foot,Off T,Open Play
110.0,50.4,Right Foot,Blocked,Open Play
107.0,53.6,Right Foot,Saved,Open Play
111.0,41.2,Head,Saved,Open Play
101.4,42.5,Right Foot,Off T,Open Play
98.3,53.0,Left Foot,Blocked,Open Play
91.2,31.1,Right Foot,Saved,Open Play
114.6,50.1,Right Foot,Off T,Open Play
98.9,58.7,Left Foot,Blocked,Open Play
108.2,27.3,Right Foot,Off T,Open Play
87.0,53.6,Right Foot,Off T,Open Play
97.1,44.3,Right Foot,Blocked,Open Play
108.6,37.8,Head,Saved,Open Play
109.7,42.8,Head,Wayward,Open Play
94.1,45.4,Right Foot,Off T,Open Play
110.8,47.8,Head,Off T,Open Play
100.0,29.7,Right Foot,Saved,Open Play
96.3,50.0,Left Foot,Off T,Open Play
103.5,48.4,Right Foot,Saved,Open Play
106.4,23.6,Right Foot,Blocked,Open Play
109.2,30.1,Left Foot,Off T,Open Play
105.0,21.9,Left Foot,Blocked,Open Play
111.2,27.2,Left Foot,Saved,Open Play
111.7,30.9,Right Foot,Off T,Open Play
108.1,31.1,Right Foot,Blocked,Open Play
91.1,23.6,Left Foot,Wayward,Open Play
98.4,28.1,Right Foot,Saved,Open Play
92.1,40.3,Right Foot,Blocked,Open Play
109.5,55.4,Left Foot,Off T,Open Play
106.5,29.8,Right Foot,Saved,Open Play
113.6,36.1,Right Foot,Goal,Open Play
107.9,29.5,Right Foot,Goal,Open Play
112.4,31.4,Left Foot,Blocked,Open Play
108.5,48.0,Head,Off T,Open Play
97.7,33.3,Right Foot,Saved,Open Play
107.5,36.9,Head,Off T,Open Play
103.8,27.8,Right Foot,Blocked,Open Play
105.6,55.0,Right Foot,Blocked,Open Play
113.0,38.0,Head,Off T,Open Play
109.7,42.9,Head,Saved,Open Play
99.0,56.5,Right Foot,Saved,Open Play
108.7,27.5,Left Foot,Off T,Open Play
108.1,25.8,Left Foot,Off T,Open Play
110.2,49.1,Right Foot,Blocked,Open Play
101.8,27.3,Right Foot,Off T,Open Play
110.3,50.2,Head,Saved,Open Play
99.3,31.1,Left Foot,Blocked,Open Play
94.4,38.6,Right Foot,Off T,Open Play
111.5,26.4,Left Foot,Blocked,Open Play
96.5,36.3,Right Foot,Blocked,Open Play
96.6,35.6,Left Foot,Off T,Open Play
114.0,40.7,Head,Goal,Open Play
101.4,54.4,Left Foot,Off T,Open Play
108.1,40.1,Right Foot,Saved,Penalty
115.1,48.9,Head,Off T,Open Play
107.9,38.1,Head,Saved,Open Play
113.5,40.8,Head,Wayward,Open Play
107.6,37.7,Left Foot,Goal,Open Play
112.2,42.5,Head,Saved,Open Play
98.5,41.1,Right Foot,Off T,Open Play
103.6,42.8,Right Foot,Off T,Open Play
115.0,31.6,Left Foot,Saved,Open Play
88.6,54.7,Right Foot,Off T,Open Play
109.2,45.7,Left Foot,Goal,Open Play
101.1,55.6,Left Foot,Blocked,Open Play
108.8,28.9,Right Foot,Off T,Open Play
93.1,46.2,Right Foot,Off T,Open Play
102.4,23.6,Right Foot,Blocked,Open Play
100.1,31.7,Left Foot,Blocked,Open Play
102.5,49.2,Right Foot,Goal,Open Play
101.6,53.9,Left Foot,Off T,Free Kick
111.8,49.5,Head,Blocked,Open Play
91.2,46.0,Left Foot,Blocked,Open Play
111.1,42.8,Head,Saved,Open Play
114.4,43.7,Head,Blocked,Open Play
113.8,48.2,Right Foot,Saved,Open Play
109.5,43.3,Head,Off T,Open Play
95.3,40.3,Left Foot,Off T,Open Play
102.7,48.3,Left Foot,Off T,Open Play
116.0,48.2,Left Foot,Blocked,Open Play
98.9,26.0,Right Foot,Blocked,Open Play
102.4,47.8,Right Foot,Off T,Open Play
110.3,42.0,Head,Blocked,Open Play
111.4,50.3,Right Foot,Off T,Open Play
99.8,51.9,Right Foot,Blocked,Open Play
100.7,42.3,Right Foot,Saved,Open Play
113.3,40.4,Head,Goal,Open Play
107.9,52.0,Right Foot,Off T,Open Play
108.2,47.7,Head,Blocked,Open Play
103.7,51.8,Right Foot,Blocked,Open Play
102.3,32.5,Left Foot,Blocked,Open Play
109.4,24.3,Right Foot,Off T,Open Play
110.6,45.4,Head,Goal,Open Play
95.5,31.6,Left Foot,Off T,Open Play
99.4,48.8,Right Foot,Blocked,Open Play
94.9,40.8,Right Foot,Blocked,Open Play
104.5,32.4,Right Foot,Blocked,Open Play
115.5,36.0,Head,Saved,Open Play
103.6,50.4,Left Foot,Post,Open Play
86.2,31.2,Right Foot,Blocked,Open Play
100.2,51.0,Right Foot,Saved,Open Play
98.4,24.4,Right Foot,Off T,Open Play
104.4,32.5,Right Foot,Off T,Open Play
97.6,31.1,Right Foot,Blocked,Free Kick
91.0,56.8,Right Foot,Saved,Open Play
109.7,42.7,Right Foot,Goal,Open Play
115.5,44.7,Right Foot,Off T,Open Play
96.3,44.1,Right Foot,Blocked,Open Play
105.2,36.7,Left Foot,Off T,Open Play
95.3,49.3,Right Foot,Off T,Free Kick
98.6,42.5,Right Foot,Off T,Open Play
109.6,43.9,Head,Wayward,Open Play
106.0,32.7,Left Foot,Off T,Open Play
103.6,43.0,Left Foot,Off T,Open Play
100.1,33.6,Left Foot,Saved,Open Play
115.7,36.1,Head,Off T,Open Play
100.5,40.0,Right Foot,Blocked,Open Play
107.9,32.5,Right Foot,Blocked,Open Play
112.2,47.2,Right Foot,Saved,Open Play
100.2,33.9,Left Foot,Blocked,Open Play
105.5,49.6,Right Foot,Off T,Open Play
101.0,49.8,Right Foot,Blocked,Open Play
92.0,42.8,Left Foot,Blocked,Open Play
102.0,51.4,Left Foot,Saved,Open Play
102.7,51.1,Right Foot,Saved,Open Play
93.7,39.4,Left Foot,Off T,Open Play
102.0,37.6,Right Foot,Saved,Open Play
114.0,46.9,Head,Off T,Open Play
104.1,38.3,Left Foot,Goal,Open Play
101.5,39.0,Left Foot,Saved,Open Play
111.2,48.9,Right Foot,Goal,Open Play
97.3,34.8,Right Foot,Saved,Open Play
95.7,49.2,Left Foot,Goal,Open Play
91.8,27.6,Left Foot,Blocked,Open Play
110.0,41.2,Head,Goal,Open Play
